nohup: ignoring input



 reg_J_flag =  0
<class 'int'>



 does 0 == 0 ?   True



 reg_J_flag =  False
>>> Arguments:
	             algo : fedavg4
	       batch_size : 64
	clients_per_round : 10
	          dataset : mnist_all_data_1_random_niid
	           device : 0
	              dis : 
	       eval_every : 5
	 finetune_dataset : mnist-m
	  finetune_epochs : 100
	      finetune_lr : 0.01
	      finetune_wd : 0.0
	    ft_batch_size : 64
	              gpu : True
	      input_shape : (1, 28, 28)
	        lbd_reg_J : 0.0001
	               lr : 0.01
	            model : LeNet
	        noaverage : False
	          noprint : False
	        num_class : 10
	        num_epoch : 10
	        num_round : 200
	       reg_J_flag : False
	             seed : 200
	               wd : 0.0
>>> Read data from:
     ./data/mnist/data/train/all_data_1_random_niid.pkl
     ./data/mnist/data/test/all_data_1_random_niid.pkl
Training model_flag...
Epoch:001, Trn_loss:0.0020, Trn_acc:0.3651, Tst_loss:0.0085, Tst_acc:0.3671
Epoch:002, Trn_loss:0.0017, Trn_acc:0.3937, Tst_loss:0.0071, Tst_acc:0.3974
Epoch:003, Trn_loss:0.0019, Trn_acc:0.4166, Tst_loss:0.0080, Tst_acc:0.4185
Epoch:004, Trn_loss:0.0016, Trn_acc:0.4135, Tst_loss:0.0078, Tst_acc:0.4181
Epoch:005, Trn_loss:0.0020, Trn_acc:0.4066, Tst_loss:0.0095, Tst_acc:0.4091
Epoch:006, Trn_loss:0.0017, Trn_acc:0.4040, Tst_loss:0.0081, Tst_acc:0.4072
Epoch:007, Trn_loss:0.0017, Trn_acc:0.3693, Tst_loss:0.0085, Tst_acc:0.3708
Epoch:008, Trn_loss:0.0018, Trn_acc:0.4089, Tst_loss:0.0087, Tst_acc:0.4131
Epoch:009, Trn_loss:0.0016, Trn_acc:0.3973, Tst_loss:0.0087, Tst_acc:0.4026
Epoch:010, Trn_loss:0.0016, Trn_acc:0.4120, Tst_loss:0.0090, Tst_acc:0.4161
Epoch:011, Trn_loss:0.0018, Trn_acc:0.4045, Tst_loss:0.0094, Tst_acc:0.3987
Epoch:012, Trn_loss:0.0015, Trn_acc:0.3981, Tst_loss:0.0074, Tst_acc:0.4006
Epoch:013, Trn_loss:0.0019, Trn_acc:0.4161, Tst_loss:0.0070, Tst_acc:0.4182
Epoch:014, Trn_loss:0.0019, Trn_acc:0.3914, Tst_loss:0.0081, Tst_acc:0.3914
Epoch:015, Trn_loss:0.0021, Trn_acc:0.4063, Tst_loss:0.0081, Tst_acc:0.4086
Epoch:016, Trn_loss:0.0018, Trn_acc:0.4010, Tst_loss:0.0089, Tst_acc:0.4057
Epoch:017, Trn_loss:0.0015, Trn_acc:0.4311, Tst_loss:0.0081, Tst_acc:0.4383
Epoch:018, Trn_loss:0.0013, Trn_acc:0.4080, Tst_loss:0.0080, Tst_acc:0.4102
Epoch:019, Trn_loss:0.0017, Trn_acc:0.4166, Tst_loss:0.0095, Tst_acc:0.4224
Epoch:020, Trn_loss:0.0020, Trn_acc:0.4023, Tst_loss:0.0074, Tst_acc:0.4020
Epoch:021, Trn_loss:0.0017, Trn_acc:0.4120, Tst_loss:0.0087, Tst_acc:0.4153
Epoch:022, Trn_loss:0.0015, Trn_acc:0.4066, Tst_loss:0.0076, Tst_acc:0.4065
Epoch:023, Trn_loss:0.0016, Trn_acc:0.4158, Tst_loss:0.0085, Tst_acc:0.4201
Epoch:024, Trn_loss:0.0017, Trn_acc:0.4048, Tst_loss:0.0090, Tst_acc:0.4093
Epoch:025, Trn_loss:0.0017, Trn_acc:0.4039, Tst_loss:0.0082, Tst_acc:0.4105
Epoch:026, Trn_loss:0.0019, Trn_acc:0.3671, Tst_loss:0.0098, Tst_acc:0.3670
Epoch:027, Trn_loss:0.0016, Trn_acc:0.4151, Tst_loss:0.0074, Tst_acc:0.4133
Epoch:028, Trn_loss:0.0018, Trn_acc:0.3972, Tst_loss:0.0079, Tst_acc:0.4052
Epoch:029, Trn_loss:0.0016, Trn_acc:0.4159, Tst_loss:0.0064, Tst_acc:0.4224
Epoch:030, Trn_loss:0.0016, Trn_acc:0.3739, Tst_loss:0.0111, Tst_acc:0.3802
Epoch:031, Trn_loss:0.0017, Trn_acc:0.4002, Tst_loss:0.0080, Tst_acc:0.4087
Epoch:032, Trn_loss:0.0016, Trn_acc:0.4257, Tst_loss:0.0077, Tst_acc:0.4304
Epoch:033, Trn_loss:0.0016, Trn_acc:0.4027, Tst_loss:0.0080, Tst_acc:0.4045
Epoch:034, Trn_loss:0.0022, Trn_acc:0.3874, Tst_loss:0.0087, Tst_acc:0.3918
Epoch:035, Trn_loss:0.0016, Trn_acc:0.3975, Tst_loss:0.0089, Tst_acc:0.4024
Epoch:036, Trn_loss:0.0021, Trn_acc:0.4024, Tst_loss:0.0118, Tst_acc:0.4065
Epoch:037, Trn_loss:0.0020, Trn_acc:0.4098, Tst_loss:0.0103, Tst_acc:0.4121
Epoch:038, Trn_loss:0.0017, Trn_acc:0.3974, Tst_loss:0.0065, Tst_acc:0.4025
Epoch:039, Trn_loss:0.0020, Trn_acc:0.3721, Tst_loss:0.0078, Tst_acc:0.3724
Epoch:040, Trn_loss:0.0017, Trn_acc:0.3737, Tst_loss:0.0072, Tst_acc:0.3761
Epoch:041, Trn_loss:0.0018, Trn_acc:0.3809, Tst_loss:0.0075, Tst_acc:0.3785
Epoch:042, Trn_loss:0.0019, Trn_acc:0.4017, Tst_loss:0.0085, Tst_acc:0.4052
Epoch:043, Trn_loss:0.0021, Trn_acc:0.3718, Tst_loss:0.0086, Tst_acc:0.3770
Epoch:044, Trn_loss:0.0018, Trn_acc:0.4086, Tst_loss:0.0090, Tst_acc:0.4092
Epoch:045, Trn_loss:0.0021, Trn_acc:0.3973, Tst_loss:0.0098, Tst_acc:0.4008
Epoch:046, Trn_loss:0.0016, Trn_acc:0.3666, Tst_loss:0.0090, Tst_acc:0.3721
Epoch:047, Trn_loss:0.0017, Trn_acc:0.4049, Tst_loss:0.0084, Tst_acc:0.4055
Epoch:048, Trn_loss:0.0018, Trn_acc:0.3890, Tst_loss:0.0079, Tst_acc:0.3915
Epoch:049, Trn_loss:0.0019, Trn_acc:0.4144, Tst_loss:0.0081, Tst_acc:0.4125
Epoch:050, Trn_loss:0.0016, Trn_acc:0.4014, Tst_loss:0.0104, Tst_acc:0.3985
Epoch:051, Trn_loss:0.0019, Trn_acc:0.3918, Tst_loss:0.0101, Tst_acc:0.3951
Epoch:052, Trn_loss:0.0018, Trn_acc:0.4171, Tst_loss:0.0066, Tst_acc:0.4211
Epoch:053, Trn_loss:0.0017, Trn_acc:0.3768, Tst_loss:0.0085, Tst_acc:0.3804
Epoch:054, Trn_loss:0.0017, Trn_acc:0.3883, Tst_loss:0.0088, Tst_acc:0.3950
Epoch:055, Trn_loss:0.0020, Trn_acc:0.4058, Tst_loss:0.0093, Tst_acc:0.4054
Epoch:056, Trn_loss:0.0016, Trn_acc:0.4284, Tst_loss:0.0068, Tst_acc:0.4334
Epoch:057, Trn_loss:0.0020, Trn_acc:0.4031, Tst_loss:0.0069, Tst_acc:0.4048
Epoch:058, Trn_loss:0.0016, Trn_acc:0.4079, Tst_loss:0.0084, Tst_acc:0.4127
Epoch:059, Trn_loss:0.0016, Trn_acc:0.4156, Tst_loss:0.0083, Tst_acc:0.4137
Epoch:060, Trn_loss:0.0016, Trn_acc:0.3876, Tst_loss:0.0083, Tst_acc:0.3938
Epoch:061, Trn_loss:0.0017, Trn_acc:0.3882, Tst_loss:0.0111, Tst_acc:0.3927
Epoch:062, Trn_loss:0.0018, Trn_acc:0.3906, Tst_loss:0.0111, Tst_acc:0.4008
Epoch:063, Trn_loss:0.0018, Trn_acc:0.3908, Tst_loss:0.0067, Tst_acc:0.3892
Epoch:064, Trn_loss:0.0019, Trn_acc:0.4031, Tst_loss:0.0090, Tst_acc:0.4046
Epoch:065, Trn_loss:0.0020, Trn_acc:0.4026, Tst_loss:0.0090, Tst_acc:0.4103
Epoch:066, Trn_loss:0.0019, Trn_acc:0.3793, Tst_loss:0.0089, Tst_acc:0.3835
Epoch:067, Trn_loss:0.0022, Trn_acc:0.4088, Tst_loss:0.0098, Tst_acc:0.4127
Epoch:068, Trn_loss:0.0017, Trn_acc:0.4027, Tst_loss:0.0099, Tst_acc:0.4046
Epoch:069, Trn_loss:0.0021, Trn_acc:0.4077, Tst_loss:0.0091, Tst_acc:0.4133
Epoch:070, Trn_loss:0.0018, Trn_acc:0.4177, Tst_loss:0.0089, Tst_acc:0.4227
Epoch:071, Trn_loss:0.0018, Trn_acc:0.4161, Tst_loss:0.0089, Tst_acc:0.4190
Epoch:072, Trn_loss:0.0017, Trn_acc:0.3689, Tst_loss:0.0100, Tst_acc:0.3704
Epoch:073, Trn_loss:0.0016, Trn_acc:0.4269, Tst_loss:0.0076, Tst_acc:0.4275
Epoch:074, Trn_loss:0.0015, Trn_acc:0.4097, Tst_loss:0.0082, Tst_acc:0.4051
Epoch:075, Trn_loss:0.0020, Trn_acc:0.3784, Tst_loss:0.0082, Tst_acc:0.3793
Epoch:076, Trn_loss:0.0021, Trn_acc:0.4080, Tst_loss:0.0086, Tst_acc:0.4101
Epoch:077, Trn_loss:0.0018, Trn_acc:0.4010, Tst_loss:0.0075, Tst_acc:0.4022
Epoch:078, Trn_loss:0.0019, Trn_acc:0.4252, Tst_loss:0.0065, Tst_acc:0.4256
Epoch:079, Trn_loss:0.0020, Trn_acc:0.4017, Tst_loss:0.0083, Tst_acc:0.4026
Epoch:080, Trn_loss:0.0015, Trn_acc:0.3965, Tst_loss:0.0060, Tst_acc:0.3964
Epoch:081, Trn_loss:0.0015, Trn_acc:0.4066, Tst_loss:0.0087, Tst_acc:0.4085
Epoch:082, Trn_loss:0.0021, Trn_acc:0.4126, Tst_loss:0.0083, Tst_acc:0.4155
Epoch:083, Trn_loss:0.0019, Trn_acc:0.3952, Tst_loss:0.0094, Tst_acc:0.3997
Epoch:084, Trn_loss:0.0018, Trn_acc:0.4244, Tst_loss:0.0066, Tst_acc:0.4341
Epoch:085, Trn_loss:0.0015, Trn_acc:0.4097, Tst_loss:0.0075, Tst_acc:0.4046
Epoch:086, Trn_loss:0.0017, Trn_acc:0.3965, Tst_loss:0.0085, Tst_acc:0.3971
Epoch:087, Trn_loss:0.0021, Trn_acc:0.3816, Tst_loss:0.0083, Tst_acc:0.3834
Epoch:088, Trn_loss:0.0016, Trn_acc:0.4139, Tst_loss:0.0102, Tst_acc:0.4177
Epoch:089, Trn_loss:0.0017, Trn_acc:0.4050, Tst_loss:0.0081, Tst_acc:0.4077
Epoch:090, Trn_loss:0.0015, Trn_acc:0.4239, Tst_loss:0.0071, Tst_acc:0.4284
Epoch:091, Trn_loss:0.0018, Trn_acc:0.4049, Tst_loss:0.0080, Tst_acc:0.4133
Epoch:092, Trn_loss:0.0021, Trn_acc:0.3801, Tst_loss:0.0084, Tst_acc:0.3828
Epoch:093, Trn_loss:0.0020, Trn_acc:0.3855, Tst_loss:0.0083, Tst_acc:0.3860
Epoch:094, Trn_loss:0.0014, Trn_acc:0.4210, Tst_loss:0.0075, Tst_acc:0.4288
Epoch:095, Trn_loss:0.0016, Trn_acc:0.4183, Tst_loss:0.0079, Tst_acc:0.4218
Epoch:096, Trn_loss:0.0017, Trn_acc:0.4096, Tst_loss:0.0092, Tst_acc:0.4168
Epoch:097, Trn_loss:0.0019, Trn_acc:0.3950, Tst_loss:0.0102, Tst_acc:0.3960
Epoch:098, Trn_loss:0.0018, Trn_acc:0.4348, Tst_loss:0.0085, Tst_acc:0.4380
Epoch:099, Trn_loss:0.0026, Trn_acc:0.3966, Tst_loss:0.0074, Tst_acc:0.4064
Epoch:100, Trn_loss:0.0020, Trn_acc:0.3818, Tst_loss:0.0085, Tst_acc:0.3808
Finetune done
