nohup: ignoring input



 reg_J_flag =  0
<class 'int'>



 does 0 == 0 ?   True



 reg_J_flag =  False
>>> Arguments:
	             algo : fedavg4
	       batch_size : 64
	clients_per_round : 10
	          dataset : mnist_all_data_1_random_niid
	           device : 0
	              dis : 
	       eval_every : 5
	 finetune_dataset : mnist-m
	  finetune_epochs : 100
	      finetune_lr : 0.01
	      finetune_wd : 0.0
	    ft_batch_size : 64
	              gpu : True
	      input_shape : (1, 28, 28)
	        lbd_reg_J : 0.0001
	               lr : 0.01
	            model : LeNet
	        noaverage : False
	          noprint : False
	        num_class : 10
	        num_epoch : 10
	        num_round : 200
	       reg_J_flag : False
	             seed : 100
	               wd : 0.0
>>> Read data from:
     ./data/mnist/data/train/all_data_1_random_niid.pkl
     ./data/mnist/data/test/all_data_1_random_niid.pkl
Training model_flag...
Epoch:001, Trn_loss:0.0018, Trn_acc:0.3539, Tst_loss:0.0082, Tst_acc:0.3582
Epoch:002, Trn_loss:0.0021, Trn_acc:0.3420, Tst_loss:0.0103, Tst_acc:0.3508
Epoch:003, Trn_loss:0.0020, Trn_acc:0.3433, Tst_loss:0.0076, Tst_acc:0.3525
Epoch:004, Trn_loss:0.0019, Trn_acc:0.3426, Tst_loss:0.0081, Tst_acc:0.3461
Epoch:005, Trn_loss:0.0021, Trn_acc:0.3566, Tst_loss:0.0097, Tst_acc:0.3610
Epoch:006, Trn_loss:0.0019, Trn_acc:0.3604, Tst_loss:0.0089, Tst_acc:0.3655
Epoch:007, Trn_loss:0.0020, Trn_acc:0.3408, Tst_loss:0.0092, Tst_acc:0.3512
Epoch:008, Trn_loss:0.0018, Trn_acc:0.3824, Tst_loss:0.0096, Tst_acc:0.3875
Epoch:009, Trn_loss:0.0020, Trn_acc:0.3648, Tst_loss:0.0096, Tst_acc:0.3711
Epoch:010, Trn_loss:0.0022, Trn_acc:0.3639, Tst_loss:0.0092, Tst_acc:0.3671
Epoch:011, Trn_loss:0.0016, Trn_acc:0.3727, Tst_loss:0.0085, Tst_acc:0.3815
Epoch:012, Trn_loss:0.0019, Trn_acc:0.3792, Tst_loss:0.0097, Tst_acc:0.3791
Epoch:013, Trn_loss:0.0018, Trn_acc:0.3545, Tst_loss:0.0084, Tst_acc:0.3565
Epoch:014, Trn_loss:0.0016, Trn_acc:0.3464, Tst_loss:0.0085, Tst_acc:0.3514
Epoch:015, Trn_loss:0.0018, Trn_acc:0.3594, Tst_loss:0.0112, Tst_acc:0.3585
Epoch:016, Trn_loss:0.0018, Trn_acc:0.3579, Tst_loss:0.0096, Tst_acc:0.3632
Epoch:017, Trn_loss:0.0021, Trn_acc:0.3660, Tst_loss:0.0089, Tst_acc:0.3727
Epoch:018, Trn_loss:0.0019, Trn_acc:0.3707, Tst_loss:0.0082, Tst_acc:0.3734
Epoch:019, Trn_loss:0.0018, Trn_acc:0.3630, Tst_loss:0.0084, Tst_acc:0.3648
Epoch:020, Trn_loss:0.0021, Trn_acc:0.3520, Tst_loss:0.0102, Tst_acc:0.3572
Epoch:021, Trn_loss:0.0018, Trn_acc:0.3516, Tst_loss:0.0087, Tst_acc:0.3538
Epoch:022, Trn_loss:0.0020, Trn_acc:0.3266, Tst_loss:0.0093, Tst_acc:0.3293
Epoch:023, Trn_loss:0.0019, Trn_acc:0.3513, Tst_loss:0.0089, Tst_acc:0.3552
Epoch:024, Trn_loss:0.0017, Trn_acc:0.3583, Tst_loss:0.0090, Tst_acc:0.3625
Epoch:025, Trn_loss:0.0020, Trn_acc:0.3617, Tst_loss:0.0088, Tst_acc:0.3638
Epoch:026, Trn_loss:0.0018, Trn_acc:0.3558, Tst_loss:0.0081, Tst_acc:0.3631
Epoch:027, Trn_loss:0.0020, Trn_acc:0.3676, Tst_loss:0.0097, Tst_acc:0.3728
Epoch:028, Trn_loss:0.0020, Trn_acc:0.3633, Tst_loss:0.0089, Tst_acc:0.3670
Epoch:029, Trn_loss:0.0020, Trn_acc:0.3344, Tst_loss:0.0084, Tst_acc:0.3379
Epoch:030, Trn_loss:0.0022, Trn_acc:0.3437, Tst_loss:0.0107, Tst_acc:0.3556
Epoch:031, Trn_loss:0.0016, Trn_acc:0.3828, Tst_loss:0.0079, Tst_acc:0.3894
Epoch:032, Trn_loss:0.0016, Trn_acc:0.3575, Tst_loss:0.0098, Tst_acc:0.3690
Epoch:033, Trn_loss:0.0021, Trn_acc:0.3674, Tst_loss:0.0097, Tst_acc:0.3725
Epoch:034, Trn_loss:0.0019, Trn_acc:0.3444, Tst_loss:0.0099, Tst_acc:0.3453
Epoch:035, Trn_loss:0.0019, Trn_acc:0.3668, Tst_loss:0.0073, Tst_acc:0.3733
Epoch:036, Trn_loss:0.0018, Trn_acc:0.3421, Tst_loss:0.0081, Tst_acc:0.3466
Epoch:037, Trn_loss:0.0018, Trn_acc:0.3598, Tst_loss:0.0080, Tst_acc:0.3592
Epoch:038, Trn_loss:0.0022, Trn_acc:0.3556, Tst_loss:0.0098, Tst_acc:0.3622
Epoch:039, Trn_loss:0.0016, Trn_acc:0.3438, Tst_loss:0.0091, Tst_acc:0.3482
Epoch:040, Trn_loss:0.0020, Trn_acc:0.3614, Tst_loss:0.0097, Tst_acc:0.3653
Epoch:041, Trn_loss:0.0019, Trn_acc:0.3284, Tst_loss:0.0101, Tst_acc:0.3334
Epoch:042, Trn_loss:0.0021, Trn_acc:0.3612, Tst_loss:0.0088, Tst_acc:0.3695
Epoch:043, Trn_loss:0.0018, Trn_acc:0.3793, Tst_loss:0.0090, Tst_acc:0.3815
Epoch:044, Trn_loss:0.0017, Trn_acc:0.3683, Tst_loss:0.0093, Tst_acc:0.3770
Epoch:045, Trn_loss:0.0018, Trn_acc:0.3915, Tst_loss:0.0089, Tst_acc:0.3995
Epoch:046, Trn_loss:0.0022, Trn_acc:0.3670, Tst_loss:0.0080, Tst_acc:0.3677
Epoch:047, Trn_loss:0.0017, Trn_acc:0.3786, Tst_loss:0.0079, Tst_acc:0.3773
Epoch:048, Trn_loss:0.0018, Trn_acc:0.3590, Tst_loss:0.0087, Tst_acc:0.3621
Epoch:049, Trn_loss:0.0020, Trn_acc:0.3783, Tst_loss:0.0095, Tst_acc:0.3800
Epoch:050, Trn_loss:0.0020, Trn_acc:0.3403, Tst_loss:0.0092, Tst_acc:0.3397
Epoch:051, Trn_loss:0.0023, Trn_acc:0.3203, Tst_loss:0.0086, Tst_acc:0.3200
Epoch:052, Trn_loss:0.0019, Trn_acc:0.3471, Tst_loss:0.0088, Tst_acc:0.3546
Epoch:053, Trn_loss:0.0018, Trn_acc:0.3758, Tst_loss:0.0104, Tst_acc:0.3824
Epoch:054, Trn_loss:0.0022, Trn_acc:0.3488, Tst_loss:0.0095, Tst_acc:0.3470
Epoch:055, Trn_loss:0.0017, Trn_acc:0.3853, Tst_loss:0.0078, Tst_acc:0.3885
Epoch:056, Trn_loss:0.0016, Trn_acc:0.3507, Tst_loss:0.0086, Tst_acc:0.3535
Epoch:057, Trn_loss:0.0018, Trn_acc:0.3727, Tst_loss:0.0091, Tst_acc:0.3810
Epoch:058, Trn_loss:0.0018, Trn_acc:0.3725, Tst_loss:0.0096, Tst_acc:0.3745
Epoch:059, Trn_loss:0.0018, Trn_acc:0.3677, Tst_loss:0.0119, Tst_acc:0.3712
Epoch:060, Trn_loss:0.0017, Trn_acc:0.3787, Tst_loss:0.0087, Tst_acc:0.3777
Epoch:061, Trn_loss:0.0017, Trn_acc:0.3970, Tst_loss:0.0077, Tst_acc:0.4024
Epoch:062, Trn_loss:0.0017, Trn_acc:0.3647, Tst_loss:0.0084, Tst_acc:0.3660
Epoch:063, Trn_loss:0.0019, Trn_acc:0.3572, Tst_loss:0.0085, Tst_acc:0.3550
Epoch:064, Trn_loss:0.0021, Trn_acc:0.3691, Tst_loss:0.0090, Tst_acc:0.3726
Epoch:065, Trn_loss:0.0019, Trn_acc:0.3414, Tst_loss:0.0098, Tst_acc:0.3467
Epoch:066, Trn_loss:0.0015, Trn_acc:0.3791, Tst_loss:0.0109, Tst_acc:0.3885
Epoch:067, Trn_loss:0.0019, Trn_acc:0.3580, Tst_loss:0.0090, Tst_acc:0.3647
